-24.0472166,4.37283815,4.25568388,0.00403,7.89042
-26.12840885,4.58020251,2.69781566,0.00268,1.6217
-13.90796556,4.85066286,2.52608496,0.00257,1.768
-29.13675503,3.72006044,2.3023117,0.00191,0.835626
-27.34885759,3.03916887,2.40688579,0.00163,0.821144
29.37045975,3.58593551,4.74398526,0.00379,8.77255
27.07855991,4.748824,2.88288588,0.00298,2.60878
18.17503623,4.28013631,4.02353049,0.00368,7.95884
1.77222786,4.34027641,2.47744192,0.00223,1.92745
7.14255379,3.16828982,4.12319779,0.00277,9.52758
11.07860636,4.08039561,3.62213257,0.00312,5.82732
-12.06198059,4.44987512,3.72069317,0.00348,6.88
6.08746385,2.97013526,2.18987935,0.00138,0.906
15.58293527,2.15399439,4.99960036,0.00235,9.575
-19.12572211,3.22289365,4.51057816,0.00316,9.003
-7.59723575,2.75556099,3.33010594,0.00196,3.151
3.18450695,2.53001182,3.96941512,0.00215,7.504
-3.17289862,2.46063766,2.96482595,0.00156,2.034
-10.96128288,4.80152862,2.58965797,0.00259,1.97
28.33079654,4.63232491,4.05937828,0.00411,6.454
2.55563176,2.81657729,2.00436919,0.0012,0.742
-23.63428964,3.77284602,2.22101789,0.00183,0.886
22.08783745,3.06901431,3.37128379,0.00227,2.665
-21.60699571,2.12348985,4.85515497,0.00229,6.77
4.30413267,3.35638211,4.92973219,0.00349,24.817
-18.1950586,3.90252054,3.77152026,0.00316,5.227
-22.70216575,3.42647946,2.09327178,0.00157,0.703
24.87821339,4.90611937,2.91355893,0.00308,2.728
-11.10846726,2.56679898,4.76255774,0.00263,11.828
19.90862887,3.65780159,4.40418842,0.00348,8.977
